0.00000  , 0.40000  , 0.00000  , 0.00000  , 0.40000  , 0.00000  , 0.07000  , 0.40000  , -0.18000 , 0.18000  , 0.37000  , -0.40000 , 0.21000  , 0.33000  , -0.55000 , 0.27000  , 0.21000  , -0.73000 , 0.26000  , 0.29000  , -0.39000 , 0.26000  , 0.29000  , -0.39000 , 0.24000  , 0.17000  , -0.32000 , 0.21000  , 0.05000  , -0.44000 , 0.21000  , 0.05000  , -0.44000 , 0.09000  , 0.30000  , -0.45000 , 0.09000  , 0.30000  , -0.45000 , 0.04000  , 0.21000  , -0.36000 , 0.11000  , 0.05000  , -0.42000 , 0.11000  , 0.05000  , -0.42000 , -0.03500 , 0.34000  , 0.09000  , 0.02000  , 0.19000  , 0.00000  , -0.06000 , 0.05000  , 0.05000  , -0.06000 , 0.05000  , 0.05000  , 0.02000  , 0.34000  , 0.04000  , -0.07000 , 0.21000  , -0.08000 , -0.08000 , 0.05000  , -0.02000 , -0.08000 , 0.05000  , -0.02000 , 0.00000  , 0.40000  , 0.00000  , 0.00000  , 0.40000  , 0.00000  , 0.00000  , 0.40000  , 0.00000  
0.00000  , 0.40000  , -0.01250 , 0.00000  , 0.40000  , -0.01250 , 0.07000  , 0.40500  , -0.19250 , 0.17500  , 0.37000  , -0.41250 , 0.21000  , 0.32500  , -0.55750 , 0.26500  , 0.20500  , -0.73750 , 0.25500  , 0.29000  , -0.39750 , 0.25500  , 0.29000  , -0.39750 , 0.23500  , 0.17500  , -0.32750 , 0.20000  , 0.05000  , -0.43250 , 0.20000  , 0.05000  , -0.43250 , 0.09000  , 0.30500  , -0.46250 , 0.09000  , 0.30500  , -0.46250 , 0.04000  , 0.20500  , -0.38250 , 0.11500  , 0.05500  , -0.45250 , 0.11500  , 0.05500  , -0.45250 , -0.03500 , 0.34000  , 0.07750  , 0.02000  , 0.19000  , -0.01250 , -0.05500 , 0.05000  , 0.03750  , -0.05500 , 0.05000  , 0.03750  , 0.02000  , 0.34000  , 0.02750  , -0.07500 , 0.21000  , -0.09250 , -0.08000 , 0.05000  , -0.03250 , -0.08000 , 0.05000  , -0.03250 , 0.00000  , 0.40000  , -0.01250 , 0.00000  , 0.40000  , -0.01250 , 0.00000  , 0.40000  , -0.01250 
0.00000  , 0.40000  , -0.02500 , 0.00000  , 0.40000  , -0.02500 , 0.07000  , 0.41000  , -0.20500 , 0.17000  , 0.37000  , -0.42500 , 0.21000  , 0.32000  , -0.56500 , 0.26000  , 0.20000  , -0.74500 , 0.25000  , 0.29000  , -0.40500 , 0.25000  , 0.29000  , -0.40500 , 0.23000  , 0.18000  , -0.33500 , 0.19000  , 0.05000  , -0.42500 , 0.19000  , 0.05000  , -0.42500 , 0.09000  , 0.31000  , -0.47500 , 0.09000  , 0.31000  , -0.47500 , 0.04000  , 0.20000  , -0.40500 , 0.12000  , 0.06000  , -0.48500 , 0.12000  , 0.06000  , -0.48500 , -0.03500 , 0.34000  , 0.06500  , 0.02000  , 0.19000  , -0.02500 , -0.05000 , 0.05000  , 0.02500  , -0.05000 , 0.05000  , 0.02500  , 0.02000  , 0.34000  , 0.01500  , -0.08000 , 0.21000  , -0.10500 , -0.08000 , 0.05000  , -0.04500 , -0.08000 , 0.05000  , -0.04500 , 0.00000  , 0.40000  , -0.02500 , 0.00000  , 0.40000  , -0.02500 , 0.00000  , 0.40000  , -0.02500 
0.00000  , 0.40000  , -0.04250 , 0.00000  , 0.40000  , -0.04250 , 0.06500  , 0.40500  , -0.21750 , 0.17000  , 0.37000  , -0.43750 , 0.21000  , 0.32500  , -0.57750 , 0.25500  , 0.20500  , -0.75250 , 0.25000  , 0.29000  , -0.41750 , 0.25000  , 0.29000  , -0.41750 , 0.23000  , 0.18000  , -0.34250 , 0.18500  , 0.04500  , -0.42250 , 0.18500  , 0.04500  , -0.42250 , 0.09000  , 0.30500  , -0.48750 , 0.09000  , 0.30500  , -0.48750 , 0.04500  , 0.19500  , -0.42250 , 0.12000  , 0.06000  , -0.51250 , 0.12000  , 0.06000  , -0.51250 , -0.03250 , 0.34000  , 0.04500  , 0.02000  , 0.19000  , -0.04250 , -0.05000 , 0.05000  , 0.01750  , -0.05000 , 0.05000  , 0.01750  , 0.01500  , 0.34000  , -0.00250 , -0.08000 , 0.21000  , -0.11250 , -0.07500 , 0.04500  , -0.05250 , -0.07500 , 0.04500  , -0.05250 , 0.00000  , 0.40000  , -0.04250 , 0.00000  , 0.40000  , -0.04250 , 0.00000  , 0.40000  , -0.04250 
0.00000  , 0.40000  , -0.06000 , 0.00000  , 0.40000  , -0.06000 , 0.06000  , 0.40000  , -0.23000 , 0.17000  , 0.37000  , -0.45000 , 0.21000  , 0.33000  , -0.59000 , 0.25000  , 0.21000  , -0.76000 , 0.25000  , 0.29000  , -0.43000 , 0.25000  , 0.29000  , -0.43000 , 0.23000  , 0.18000  , -0.35000 , 0.18000  , 0.04000  , -0.42000 , 0.18000  , 0.04000  , -0.42000 , 0.09000  , 0.30000  , -0.50000 , 0.09000  , 0.30000  , -0.50000 , 0.05000  , 0.19000  , -0.44000 , 0.12000  , 0.06000  , -0.54000 , 0.12000  , 0.06000  , -0.54000 , -0.03000 , 0.34000  , 0.02500  , 0.02000  , 0.19000  , -0.06000 , -0.05000 , 0.05000  , 0.01000  , -0.05000 , 0.05000  , 0.01000  , 0.01000  , 0.34000  , -0.02000 , -0.08000 , 0.21000  , -0.12000 , -0.07000 , 0.04000  , -0.06000 , -0.07000 , 0.04000  , -0.06000 , 0.00000  , 0.40000  , -0.06000 , 0.00000  , 0.40000  , -0.06000 , 0.00000  , 0.40000  , -0.06000 
0.00000  , 0.40000  , -0.07250 , 0.00000  , 0.40000  , -0.07250 , 0.06000  , 0.40000  , -0.24250 , 0.17000  , 0.37000  , -0.45750 , 0.20500  , 0.33000  , -0.59750 , 0.24500  , 0.21000  , -0.76750 , 0.24500  , 0.29000  , -0.43750 , 0.24500  , 0.29000  , -0.43750 , 0.22500  , 0.18500  , -0.35750 , 0.17500  , 0.04000  , -0.41250 , 0.17500  , 0.04000  , -0.41250 , 0.09000  , 0.30000  , -0.51250 , 0.09000  , 0.30000  , -0.51250 , 0.05000  , 0.18500  , -0.45750 , 0.12500  , 0.05500  , -0.56250 , 0.12500  , 0.05500  , -0.56250 , -0.03000 , 0.34000  , 0.01250  , 0.02000  , 0.19000  , -0.07250 , -0.05000 , 0.05000  , -0.00250 , -0.05000 , 0.05000  , -0.00250 , 0.01000  , 0.34000  , -0.03250 , -0.08000 , 0.20500  , -0.13250 , -0.07500 , 0.04000  , -0.06750 , -0.07500 , 0.04000  , -0.06750 , 0.00000  , 0.40000  , -0.07250 , 0.00000  , 0.40000  , -0.07250 , 0.00000  , 0.40000  , -0.07250 
0.00000  , 0.40000  , -0.08500 , 0.00000  , 0.40000  , -0.08500 , 0.06000  , 0.40000  , -0.25500 , 0.17000  , 0.37000  , -0.46500 , 0.20000  , 0.33000  , -0.60500 , 0.24000  , 0.21000  , -0.77500 , 0.24000  , 0.29000  , -0.44500 , 0.24000  , 0.29000  , -0.44500 , 0.22000  , 0.19000  , -0.36500 , 0.17000  , 0.04000  , -0.40500 , 0.17000  , 0.04000  , -0.40500 , 0.09000  , 0.30000  , -0.52500 , 0.09000  , 0.30000  , -0.52500 , 0.05000  , 0.18000  , -0.47500 , 0.13000  , 0.05000  , -0.58500 , 0.13000  , 0.05000  , -0.58500 , -0.03000 , 0.34000  , 0.00000  , 0.02000  , 0.19000  , -0.08500 , -0.05000 , 0.05000  , -0.01500 , -0.05000 , 0.05000  , -0.01500 , 0.01000  , 0.34000  , -0.04500 , -0.08000 , 0.20000  , -0.14500 , -0.08000 , 0.04000  , -0.07500 , -0.08000 , 0.04000  , -0.07500 , 0.00000  , 0.40000  , -0.08500 , 0.00000  , 0.40000  , -0.08500 , 0.00000  , 0.40000  , -0.08500 
0.00000  , 0.40000  , -0.09750 , 0.00000  , 0.40000  , -0.09750 , 0.06000  , 0.40000  , -0.27250 , 0.17000  , 0.37000  , -0.47750 , 0.20500  , 0.32500  , -0.61250 , 0.24500  , 0.21000  , -0.78250 , 0.24000  , 0.28500  , -0.44750 , 0.24000  , 0.28500  , -0.44750 , 0.21500  , 0.18500  , -0.36750 , 0.16000  , 0.04000  , -0.40250 , 0.16000  , 0.04000  , -0.40250 , 0.09500  , 0.29500  , -0.53750 , 0.09500  , 0.29500  , -0.53750 , 0.05500  , 0.17000  , -0.49250 , 0.14000  , 0.04500  , -0.60250 , 0.14000  , 0.04500  , -0.60250 , -0.03000 , 0.34000  , -0.01000 , 0.02500  , 0.19000  , -0.10250 , -0.04500 , 0.05000  , -0.03250 , -0.04500 , 0.05000  , -0.03250 , 0.01000  , 0.34000  , -0.05750 , -0.08500 , 0.20000  , -0.15250 , -0.08500 , 0.04000  , -0.07750 , -0.08500 , 0.04000  , -0.07750 , 0.00000  , 0.40000  , -0.09750 , 0.00000  , 0.40000  , -0.09750 , 0.00000  , 0.40000  , -0.09750 
0.00000  , 0.40000  , -0.11000 , 0.00000  , 0.40000  , -0.11000 , 0.06000  , 0.40000  , -0.29000 , 0.17000  , 0.37000  , -0.49000 , 0.21000  , 0.32000  , -0.62000 , 0.25000  , 0.21000  , -0.79000 , 0.24000  , 0.28000  , -0.45000 , 0.24000  , 0.28000  , -0.45000 , 0.21000  , 0.18000  , -0.37000 , 0.15000  , 0.04000  , -0.40000 , 0.15000  , 0.04000  , -0.40000 , 0.10000  , 0.29000  , -0.55000 , 0.10000  , 0.29000  , -0.55000 , 0.06000  , 0.16000  , -0.51000 , 0.15000  , 0.04000  , -0.62000 , 0.15000  , 0.04000  , -0.62000 , -0.03000 , 0.34000  , -0.02000 , 0.03000  , 0.19000  , -0.12000 , -0.04000 , 0.05000  , -0.05000 , -0.04000 , 0.05000  , -0.05000 , 0.01000  , 0.34000  , -0.07000 , -0.09000 , 0.20000  , -0.16000 , -0.09000 , 0.04000  , -0.08000 , -0.09000 , 0.04000  , -0.08000 , 0.00000  , 0.40000  , -0.11000 , 0.00000  , 0.40000  , -0.11000 , 0.00000  , 0.40000  , -0.11000 
0.00000  , 0.40000  , -0.12250 , 0.00000  , 0.40000  , -0.12250 , 0.05500  , 0.40000  , -0.30250 , 0.16500  , 0.37000  , -0.50250 , 0.20500  , 0.32000  , -0.63250 , 0.24500  , 0.21500  , -0.80250 , 0.23500  , 0.28000  , -0.46750 , 0.23500  , 0.28000  , -0.46750 , 0.20500  , 0.18000  , -0.38750 , 0.14500  , 0.04000  , -0.41250 , 0.14500  , 0.04000  , -0.41250 , 0.09500  , 0.29000  , -0.56250 , 0.09500  , 0.29000  , -0.56250 , 0.06000  , 0.16000  , -0.52250 , 0.15000  , 0.03500  , -0.62750 , 0.15000  , 0.03500  , -0.62750 , -0.02750 , 0.34000  , -0.03250 , 0.03000  , 0.19000  , -0.13250 , -0.04000 , 0.05000  , -0.06750 , -0.04000 , 0.05000  , -0.06750 , 0.00500  , 0.34000  , -0.08250 , -0.09000 , 0.20000  , -0.17250 , -0.09000 , 0.04000  , -0.08750 , -0.09000 , 0.04000  , -0.08750 , 0.00000  , 0.40000  , -0.12250 , 0.00000  , 0.40000  , -0.12250 , 0.00000  , 0.40000  , -0.12250 
